ITEMNMBR,ITEMDESC,LOCNCODE,LOCATION_NAME,available_units,on_hand_units,forecast_units_monthly,daily_forecast_units,recent_3m_cleaned_avg,recent_12m_suppressed_units,stockout_months_last12,dominant_super_channel,channel_forecast_breakdown,lead_time_days,lead_time_source,service_z,safety_stock_units,reorder_point_units,target_inventory_units,inventory_gap_units,days_of_supply,projected_runout_date,alert_status,priority,suggested_order_date,recommended_order_units,recommended_order_units_rounded,recommended_order_cases,case_pack_units,moq_units,vendor_id,manufacturer,estimated_unit_cost,estimated_order_cost,vendor_brand,vendor_product_line,vendor_category,vendor_status,shipment_terms,planning_note,assumption_notes
D-03053,POP HT Blood Sugar 1.8gx18,3,LA,3219.0,4587.0,0.0,0.0,0.0,0.0,0,Other,,42.0,po_history_item,1.25,0.0,0.0,0.0,-3219.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.82,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
AC-B8BK,AM GSG Root (Mixed) 8 oz Bag,1,SF,6644.0,7321.0,517.2,17.01,0.0,0.0,0,American Market,American Market:261.1; Health Food:227.1; Other:29.0,90.0,default_90d,1.4,1860.1,3391.4,4174.0,-3252.6,390.5,2027-05-13,Healthy,Low,2026-10-26,0.0,0,0.0,42.0,,,POP ,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,3,LA,3519.0,5140.0,0.0,0.0,0.0,0.0,0,Other,,104.0,po_history_item_location,1.25,0.0,0.0,0.0,-3519.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,46.46,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
J-63006,Mazola Corn Oil 128 oz (1 gal),1,SF,3594.0,6888.0,0.0,0.0,0.0,0.0,0,Other,,17.0,po_history_item_location,1.25,0.0,0.0,0.0,-3594.0,,,No recent demand,Low,,0.0,0,0.0,6.0,,DM9AC1B,ACH,67.76,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61260N,AM GSG RT Tea 60 Bags,1,SF,4245.0,5331.0,87.9,2.89,0.0,0.0,0,American Market,American Market:33.9; Health Food:25.2; Asian Market:24.0; Other:3.9; eCom:0.7,90.0,default_90d,1.4,292.1,552.3,685.3,-3692.7,1468.4,2030-04-25,Healthy,Low,2029-10-16,0.0,0,0.0,15.0,,,ST/ QT,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
A-61243,AM GSG RT Tea 40 Bags,3,LA,3787.0,4007.0,0.0,0.0,0.0,0.0,0,Other,,90.0,default_90d,1.25,0.0,0.0,0.0,-3787.0,,,No recent demand,Low,,0.0,0,0.0,20.0,,,ST/ QT,,,,,,,,Use blended defaults and review unusual items manually.,Lead time fallback used; Primary vendor missing; Demand history too light for standard reorder rule
D-03053,POP HT Blood Sugar 1.8gx18,1,SF,3790.0,4057.0,0.0,0.0,0.0,0.0,0,Other,,42.0,po_history_item_location,1.25,0.0,0.0,0.0,-3790.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.82,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-18206,POP OG White Tea 1.8gx100 (6ct/cs),3,LA,4385.0,4397.0,55.1,1.81,0.0,497.0,3,Asian Market,Asian Market:17.0; American Market:2.1; eCom:0.5; Other:0.5,95.0,po_history_item_location,1.65,405.2,577.5,650.1,-3807.5,2417.8,2032-11-29,Healthy,Low,2032-01-16,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,10.04,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-03054,POP HT Cholesterol 1.8gx18,2,NJ,4226.0,4533.0,0.0,0.0,0.0,0.0,0,Other,,72.0,po_history_item,1.25,0.0,0.0,0.0,-4226.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.87,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),1,SF,4512.0,4773.0,25.2,0.83,0.0,0.0,0,Other,Asian Market:7.5; American Market:6.6; Other:6.3; Health Food:4.4; eCom:0.4,83.5,po_history_item_location,1.25,124.4,193.7,225.2,-4318.3,5437.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,10.69,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,
D-03053,POP HT Blood Sugar 1.8gx18,2,NJ,4349.0,4619.0,0.0,0.0,0.0,0.0,0,Other,,42.0,po_history_item,1.25,0.0,0.0,0.0,-4349.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.82,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-14206,POP OG Jasmine Tea 1.8gx100 (6ct/cs),2,NJ,4834.0,5764.0,43.0,1.41,0.0,0.0,0,American Market,American Market:18.5; Asian Market:9.0; Health Food:8.0; eCom:5.7; Other:1.7,102.0,po_history_item_location,1.4,206.9,351.1,419.0,-4482.9,3418.9,2035-08-27,Healthy,Low,2034-12-22,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,11.15,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
A-61220,AM GSG RT Tea 20 Bags,1,SF,4992.0,4999.0,30.4,1.0,0.0,182.0,4,American Market,Other:18.8; Health Food:9.8; eCom:1.9,90.0,default_90d,1.4,404.4,494.3,540.3,-4497.7,4997.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,40.0,,,ST/ QT,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
F-04001,POP Ginger Chews Original 1 lb Bulk,1,SF,4943.0,5324.0,17.3,0.57,0.0,128.0,2,American Market,American Market:11.5; eCom:4.3; Other:1.4,136.0,po_history_item_location,1.4,185.0,262.6,293.9,-4680.4,8669.3,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9PT2A,PTA,17.89,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
J-63004,Mazola Corn Oil 40 oz,2,NJ,4980.0,4980.0,0.0,0.0,0.0,0.0,0,Other,,16.0,po_history_item_location,1.25,0.0,0.0,0.0,-4980.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9AC1B,ACH,44.05,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-18206,POP OG White Tea 1.8gx100 (6ct/cs),1,SF,5374.0,5481.0,7.8,0.26,0.0,88.5,1,Health Food,American Market:2.4; Health Food:2.1; Asian Market:1.5; Other:0.9; eCom:0.9,96.5,po_history_item_location,1.2,31.8,56.7,68.8,-5317.3,20833.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,10.19,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
F-04075,POP Ginger Chews Blood Orange 8 oz,3,LA,5589.0,5701.0,2.8,0.09,0.0,94.5,3,Asian Market,Asian Market:2.0; Health Food:0.6; eCom:0.2,158.5,po_history_item_location,1.65,234.1,248.8,253.7,-5340.2,60143.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.42,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-18206,POP OG White Tea 1.8gx100 (6ct/cs),2,NJ,5762.0,6792.0,19.6,0.65,0.0,196.0,1,Health Food,eCom:7.6; Asian Market:6.5; Health Food:3.0; American Market:2.4; Other:0.1,131.0,po_history_item_location,1.2,290.4,375.0,409.9,-5387.0,8914.2,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,10.55,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
J-63004,Mazola Corn Oil 40 oz,1,SF,5424.0,5820.0,0.0,0.0,0.0,0.0,0,Other,,17.0,po_history_item_location,1.25,0.0,0.0,0.0,-5424.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9AC1B,ACH,43.92,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61260N,AM GSG RT Tea 60 Bags,2,NJ,6743.0,9554.0,251.1,8.26,0.0,0.0,1,American Market,American Market:168.7; Health Food:42.1; Asian Market:39.5; Other:0.8,90.0,default_90d,1.4,396.3,1139.8,1519.8,-5603.2,816.3,2028-07-12,Healthy,Low,2028-02-25,0.0,0,0.0,15.0,,,ST/ QT,,,,,,,,Blend recent trend with seasonal planogram behavior.,Lead time fallback used; Primary vendor missing
F-04131,POP Ginger Chews Plus+ Lemon 3 oz,1,SF,5870.0,12926.0,8.7,0.29,0.0,62.5,2,Asian Market,Other:6.9; Health Food:0.8; American Market:0.7; eCom:0.3,140.5,po_history_item_location,1.65,200.6,240.7,254.7,-5629.3,20550.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,16.15,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
J-72402,Totole Chicken Bouillon 2.2 lbs,1,SF,6094.0,7032.0,516.4,16.99,510.0,623.0,1,American Market,American Market:294.3; Asian Market:200.7; eCom:13.3; Other:4.1; Health Food:4.0,10.0,po_history_item_location,1.4,242.8,412.7,1007.2,-5681.3,358.7,2027-04-11,Healthy,Low,2027-03-18,0.0,0,0.0,12.0,2880.0,DM9AM9B,TKN,82.0,,Totole,Totole,J,ACTIVE,,Blend recent trend with seasonal planogram behavior.,Suppressed demand uplift included
A-61220,AM GSG RT Tea 20 Bags,3,LA,7013.0,7836.0,169.9,5.59,0.0,274.5,2,Asian Market,American Market:128.4; Health Food:38.2; Asian Market:2.5; eCom:0.5; Other:0.2,90.0,default_90d,1.65,813.8,1316.8,1534.8,-5696.2,1254.7,2029-09-23,Healthy,Low,2029-01-31,0.0,0,0.0,40.0,,,ST/ QT,,,,,,,,Bias upward because demand can spike opportunistically.,Lead time fallback used; Suppressed demand uplift included; Primary vendor missing
A-61243,AM GSG RT Tea 40 Bags,1,SF,5855.0,6415.0,0.0,0.0,0.0,0.0,0,Other,,90.0,default_90d,1.25,0.0,0.0,0.0,-5855.0,,,No recent demand,Low,,0.0,0,0.0,20.0,,,ST/ QT,,,,,,,,Use blended defaults and review unusual items manually.,Lead time fallback used; Primary vendor missing; Demand history too light for standard reorder rule
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),3,LA,6449.0,6593.0,96.7,3.18,0.0,254.5,1,Asian Market,Asian Market:66.0; Health Food:19.8; American Market:8.0; Other:2.5; eCom:0.3,95.0,po_history_item_location,1.65,246.2,548.3,675.5,-5900.7,2027.7,2031-11-05,Healthy,Low,2031-05-17,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,8.36,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-13206,POP OG Green Tea 1.8gx100 (6ct/cs),2,NJ,7026.0,9355.0,86.0,2.83,0.0,0.0,0,Health Food,American Market:34.3; Health Food:22.6; Asian Market:16.0; eCom:11.6; Other:1.4,122.0,po_history_item_location,1.2,368.0,713.0,860.1,-6313.0,2484.3,2033-02-04,Healthy,Low,2032-05-28,0.0,0,0.0,6.0,6000.0,IM9WU1B,WHYD,8.87,,POP,Chinese Teabags/Gift Tea in bulk,D,ACTIVE,CIF,Use smoother trailing history due to distributor lag.,
F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),1,SF,7951.0,8399.0,98.0,3.23,0.0,0.0,2,Health Food,Health Food:75.2; Asian Market:11.0; eCom:4.6; American Market:3.8; Other:3.3,145.0,po_history_item_location,1.2,499.7,967.4,1151.2,-6983.6,2465.2,2033-01-16,Healthy,Low,2032-03-22,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.8,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
D-03054,POP HT Cholesterol 1.8gx18,3,LA,7153.0,7285.0,0.0,0.0,0.0,0.0,0,Other,,72.0,po_history_item,1.25,0.0,0.0,0.0,-7153.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.87,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-76010,Kjeldsens 1 lb Danish Cookie(#98838),1,SF,8388.0,8484.0,53.2,1.75,35.7,0.0,0,Asian Market,Asian Market:30.0; American Market:17.7; eCom:3.0; Other:1.7; Health Food:0.8,117.0,po_history_item_location,1.65,347.8,552.7,629.7,-7835.3,4791.6,2036-04-15,Healthy,Low,2036-04-15,0.0,0,,,,DM9FE1A,,51.89,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Bias upward because demand can spike opportunistically.,
J-63004,Mazola Corn Oil 40 oz,3,LA,8028.0,8028.0,0.0,0.0,0.0,0.0,0,Other,,16.0,po_history_item_location,1.25,0.0,0.0,0.0,-8028.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9AC1B,ACH,43.92,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61243,AM GSG RT Tea 40 Bags,2,NJ,8457.0,8783.0,0.0,0.0,0.0,0.0,0,Other,,90.0,default_90d,1.25,0.0,0.0,0.0,-8457.0,,,No recent demand,Low,,0.0,0,0.0,20.0,,,ST/ QT,,,,,,,,Use blended defaults and review unusual items manually.,Lead time fallback used; Primary vendor missing; Demand history too light for standard reorder rule
F-00491,Loacker Wafer Hazelnut 250g(#10491),2,NJ,8910.0,9540.0,0.0,0.0,0.0,0.0,0,Other,,77.0,po_history_item_location,1.25,0.0,0.0,0.0,-8910.0,,,No recent demand,Low,,0.0,0,,,,DM2LO9A,,47.0,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-76010,Kjeldsens 1 lb Danish Cookie(#98838),3,LA,10476.0,10668.0,163.8,5.39,82.3,0.0,0,American Market,Asian Market:62.0; Health Food:50.6; American Market:47.0; Other:3.5; eCom:0.7,122.0,po_history_item_location,1.4,675.5,1333.0,1613.2,-9143.0,1944.0,2031-08-13,Healthy,Low,2030-12-09,0.0,0,,,,DM9FE1A,,51.89,,Ferrero,Ferrero/ Kinder/Nutella,F,ACTIVE,ToDoor/Delivery,Blend recent trend with seasonal planogram behavior.,
D-04011,POP In Ginger Honey Cytl 18gx30,3,LA,9788.0,12561.0,0.0,0.0,0.0,0.0,0,Other,,96.0,po_history_item_location,1.25,0.0,0.0,0.0,-9788.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,56.52,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04076,POP Ginger Chews Assorted 8 oz,3,LA,10592.0,14832.0,47.2,1.55,0.0,1241.0,5,Health Food,Asian Market:2.0; Health Food:1.5; eCom:0.5; Other:0.0,91.2,item_spec,1.2,229.2,370.8,442.1,-10221.2,6824.4,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9SI1A,SNA,8.83,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),2,NJ,10710.0,13050.0,0.0,0.0,0.0,0.0,0,Other,,92.0,po_history_item_location,1.25,0.0,0.0,0.0,-10710.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,28.41,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),3,LA,10895.0,11489.0,0.0,0.0,0.0,0.0,0,Other,,80.0,po_history_item_location,1.25,0.0,0.0,0.0,-10895.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,27.24,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04001,POP Ginger Chews Original 1 lb Bulk,2,NJ,14224.0,14665.0,341.0,11.22,0.0,2415.5,2,eCom,American Market:74.2; Health Food:9.9; eCom:2.6; Other:1.0,133.0,po_history_item_location,1.05,1385.8,2877.7,3337.6,-11346.3,1268.0,2029-10-07,Healthy,Low,2029-01-23,0.0,0,0.0,12.0,,IM9PT2A,PTA,18.17,,POP,Ginger Chews,F,ACTIVE,FOB,Use longer trailing history for long-tail demand.,Suppressed demand uplift included
D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,2,NJ,12154.0,13841.0,0.0,0.0,0.0,0.0,0,Other,,127.0,po_history_item_location,1.25,0.0,0.0,0.0,-12154.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,53.4,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
J-63006,Mazola Corn Oil 128 oz (1 gal),2,NJ,12641.0,12863.0,0.0,0.0,0.0,0.0,0,Other,,18.5,po_history_item_location,1.25,0.0,0.0,0.0,-12641.0,,,No recent demand,Low,,0.0,0,0.0,6.0,,DM9AC1B,ACH,64.82,,Mazola,Mazola,J,ACTIVE,ToDoor/Delivery,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04131,POP Ginger Chews Plus+ Lemon 3 oz,2,NJ,15200.0,22256.0,52.0,1.71,0.0,1176.5,2,Asian Market,American Market:30.4; Asian Market:16.5; eCom:2.7; Other:1.4; Health Food:0.9,141.0,po_history_item_location,1.65,1902.7,2143.9,2227.7,-13056.1,8884.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,16.33,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-04043,POP In Ginger H Cytl w/Lemon 18gx30,2,NJ,13210.0,16962.0,0.0,0.0,0.0,0.0,0,Other,,113.0,po_history_item_location,1.25,0.0,0.0,0.0,-13210.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,49.86,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04071,POP Ginger Chews Lemon 8 oz,3,LA,13782.0,13998.0,9.9,0.33,0.0,69.5,2,Asian Market,Asian Market:5.5; American Market:3.5; Health Food:0.8; eCom:0.1; Other:0.0,94.0,po_history_item_location,1.65,535.9,566.7,579.7,-13215.3,42178.5,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,8.0,,IM9PT2A,PTA,8.09,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),1,SF,13621.0,15184.0,0.0,0.0,0.0,0.0,0,Other,,57.0,po_history_item_location,1.25,0.0,0.0,0.0,-13621.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,27.01,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-00491,Loacker Wafer Hazelnut 250g(#10491),1,SF,14314.0,14980.0,0.0,0.0,0.0,0.0,0,Other,,92.0,po_history_item_location,1.25,0.0,0.0,0.0,-14314.0,,,No recent demand,Low,,0.0,0,,,,DM2LO9A,,47.0,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04131,POP Ginger Chews Plus+ Lemon 3 oz,3,LA,14395.0,20191.0,0.2,0.01,0.0,0.0,0,American Market,Other:0.2,160.0,po_history_item_location,1.4,35.7,36.7,37.1,-14358.3,2188040.0,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,,IM9SI1A,SNA,16.65,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
F-04070,POP Ginger Chews Original 8 oz,3,LA,17918.0,18126.0,132.9,4.37,0.0,257.5,4,Asian Market,Health Food:91.9; Asian Market:37.0; American Market:3.8; eCom:0.1; Other:0.0,94.0,po_history_item_location,1.65,2743.4,3154.4,3329.2,-14763.6,4098.4,2036-04-15,Healthy,Low,2035-07-16,0.0,0,0.0,8.0,,IM9PT2A,PTA,7.83,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),3,LA,16421.0,18449.0,79.2,2.6,0.0,0.0,0,American Market,Health Food:36.8; American Market:23.8; Asian Market:16.5; eCom:1.7; Other:0.4,99.0,po_history_item_location,1.4,258.0,515.8,640.8,-15905.2,6305.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.41,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
D-04043,POP In Ginger H Cytl w/Lemon 18gx30,3,LA,16238.0,17590.0,0.0,0.0,0.0,0.0,0,Other,,96.0,po_history_item_location,1.25,0.0,0.0,0.0,-16238.0,,,No recent demand,Low,,0.0,0,0.0,30.0,9000.0,IM9HA8A,HN,56.52,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),1,SF,16703.0,31093.0,0.0,0.0,0.0,0.0,0,Other,,31.0,po_history_item_location,1.25,0.0,0.0,0.0,-16703.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,31.64,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04074,POP Ginger Chews Lychee 8 oz,1,SF,24294.0,40924.0,652.4,21.46,0.0,1423.5,1,Asian Market,Asian Market:651.0; Other:1.1; eCom:0.3,153.0,po_history_item_location,1.65,2454.6,5738.3,6854.3,-18555.7,1132.0,2029-05-23,Healthy,Low,2028-08-29,0.0,0,0.0,8.0,,IM9SI1A,SNA,7.93,,POP,Ginger Chews,F,ACTIVE,FOB,Bias upward because demand can spike opportunistically.,Suppressed demand uplift included
F-04001,POP Ginger Chews Original 1 lb Bulk,3,LA,20767.0,22084.0,248.8,8.18,0.0,387.5,3,Health Food,American Market:165.5; Health Food:81.9; Asian Market:1.0; eCom:0.2; Other:0.1,129.5,po_history_item_location,1.2,367.1,1426.9,1868.8,-19340.1,2537.7,2033-03-29,Healthy,Low,2032-10-06,0.0,0,0.0,12.0,,IM9PT2A,PTA,18.14,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,Suppressed demand uplift included
F-00491,Loacker Wafer Hazelnut 250g(#10491),3,LA,20370.0,21522.0,0.0,0.0,0.0,0.0,0,Other,,92.0,po_history_item_location,1.25,0.0,0.0,0.0,-20370.0,,,No recent demand,Low,,0.0,0,,,,DM2LO9A,,47.0,,Loacker,Loacker,F,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61150,AM GSG Candy 6 oz Bag,2,NJ,21593.0,27894.0,144.3,4.75,0.0,0.0,0,American Market,Asian Market:51.5; Health Food:47.5; American Market:39.2; eCom:5.7; Other:0.4,117.0,po_history_item_location,1.4,449.3,1004.8,1246.9,-20588.2,4548.0,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,30.0,,IM9GO3A,GL,28.47,,POP,Am GSG Candy,A,ACTIVE,EXW,Blend recent trend with seasonal planogram behavior.,
T-32300,Tiger Balm Patch - Large,3,LA,21175.0,23936.0,34.2,1.13,0.0,0.0,3,American Market,American Market:32.9; Other:0.6; Asian Market:0.5; Health Food:0.2,12.0,po_history_item_location,1.4,88.8,102.3,141.8,-21072.7,18794.7,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,36.0,24192.0,LC9T12A,HPH,17.05,,Tiger Balm,Tiger Balm,T,ACTIVE,CIF,Blend recent trend with seasonal planogram behavior.,
F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),3,LA,25120.0,32884.0,402.7,13.25,0.0,0.0,0,American Market,American Market:273.7; Health Food:70.5; Asian Market:57.5; Other:0.9; eCom:0.1,154.0,po_history_item_location,1.4,1313.4,3353.4,4135.0,-21766.6,1896.2,2031-06-27,Healthy,Low,2030-10-17,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.16,,POP,Ginger Chews,F,ACTIVE,FOB,Blend recent trend with seasonal planogram behavior.,
D-04061,POP Ginger Honey Cytl Original 10ct(6x6),3,LA,22044.0,29244.0,0.0,0.0,0.0,0.0,0,Other,,85.0,po_history_item_location,1.25,0.0,0.0,0.0,-22044.0,,,No recent demand,Low,,0.0,0,0.0,36.0,3600.0,IM9HA8A,HN,26.62,,POP,Ginger Honey Crystals,D,ACTIVE,CIF,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),1,SF,24393.0,26629.0,178.7,5.88,0.0,0.0,0,Health Food,Health Food:135.8; Asian Market:28.5; American Market:6.6; Other:4.3; eCom:3.5,151.5,po_history_item_location,1.2,878.2,1769.0,2110.0,-22624.0,4148.9,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,12.0,,IM9SI1A,SNA,6.43,,POP,Ginger Chews,F,ACTIVE,FOB,Use smoother trailing history due to distributor lag.,
D-03054,POP HT Cholesterol 1.8gx18,1,SF,22847.0,23018.0,0.0,0.0,0.0,0.0,0,Other,,72.0,po_history_item_location,1.25,0.0,0.0,0.0,-22847.0,,,No recent demand,Low,,0.0,0,0.0,12.0,,DM9SU9A,ST,0.87,,POP,PG ColdA/FluAid (Produtions),D,,,Use blended defaults and review unusual items manually.,Demand history too light for standard reorder rule
A-61117,AM GSG Candy 1 lb / Bag,3,LA,23858.0,24577.0,21.6,0.71,0.0,0.0,0,American Market,Asian Market:11.0; American Market:7.3; eCom:2.7; Health Food:0.5,97.0,po_history_item_location,1.4,115.5,184.3,217.7,-23673.7,33603.9,2036-04-15,Healthy,Low,2036-04-15,0.0,0,0.0,22.0,,IM9GO3A,GL,45.82,,POP,Am GSG Candy,A,ACTIVE,EXW,Blend recent trend with seasonal planogram behavior.,
